invoice_id,product_id,date
1056026,64,2023-02-18
105618,175,2022-07-15
1056341,166,2022-12-31
1056341,845,2023-01-08
1056557,486,2022-05-06
1056724,877,2022-03-20
1056736,347,2022-02-13
1056811,316,2022-06-23
1056818,252,2022-10-17
1056854,524,2022-06-22
1056854,540,2022-06-27
1057011,742,2022-07-16
1057139,333,2022-02-02
1057168,821,2022-02-08
1057253,289,2023-07-14
1057514,838,2023-04-13
1057697,449,2022-11-05
1057741,593,2022-09-29
1057791,432,2023-05-09
1057829,401,2022-04-08
1058088,599,2022-04-08
105842,712,2022-05-09
1058554,436,2022-03-18
1058554,713,2022-03-14
105869,389,2023-08-29
1058777,882,2022-05-25
1058788,685,2022-08-14
1058806,623,2022-04-03
1058848,702,2022-03-09
1058909,457,2022-03-24
1059061,510,2022-02-09
1059153,501,2022-08-02
1059153,896,2022-08-06
105918,927,2022-05-06
1059367,842,2022-06-15
1059553,469,2022-09-09
1059578,53,2023-11-25
1059614,709,2022-01-27
1059698,764,2022-03-17
1059773,785,2022-08-15
1060281,915,2022-03-09
1060546,776,2022-03-17
1060751,841,2023-07-03
1060972,560,2022-01-23
1061543,316,2022-06-05
1061586,62,2022-01-15
106168,366,2022-07-12
106168,477,2022-07-13
106168,905,2022-07-08
1061802,85,2022-11-11
1061878,159,2022-05-07
1062136,502,2023-02-23
1062157,246,2022-03-19
1062209,918,2022-03-30
1062239,879,2022-05-27
1062277,778,2023-01-10
106237,124,2023-01-02
1062466,419,2023-06-25
1062503,824,2022-12-07
1063009,469,2022-04-14
1063097,241,2022-03-10
1063097,773,2022-03-02
106312,336,2022-01-29
1063148,541,2022-01-31
1063148,957,2022-02-03
1063212,806,2023-10-09
1063361,123,2022-05-30
1063458,8,2022-02-24
1063552,761,2023-01-19
1063597,305,2022-09-02
106391,761,2023-05-05
1063939,154,2022-01-25
1063939,946,2022-02-01
1063939,962,2022-02-03
1063996,387,2022-08-09
1064084,27,2022-02-06
1064093,676,2022-08-28
1064208,55,2022-12-30
1064324,562,2022-12-27
1064504,44,2022-11-26
1064629,270,2022-02-25
1064697,959,2023-07-14
10648,128,2022-06-27
1064897,293,2023-04-12
1065006,886,2022-01-27
1065023,14,2022-01-14
1065023,146,2022-01-13
1065023,613,2022-01-22
1065023,696,2022-01-18
1065023,739,2022-01-15
1065023,848,2022-01-25
1065068,884,2023-02-24
1065133,707,2023-03-01
1065334,576,2022-09-11
1065382,649,2022-09-14
1065607,204,2022-08-17
1065884,423,2023-09-30
1065911,359,2022-08-01
1065912,664,2022-01-17
1065912,929,2022-01-15
1066041,584,2022-09-17
1066049,644,2022-09-16
1066093,16,2023-01-19
1066112,184,2023-08-11
106623,746,2022-01-16
1066259,503,2022-02-26
1066267,9,2022-03-23
106627,489,2023-12-27
1066282,604,2022-06-21
1066288,733,2023-05-04
1066359,582,2023-02-14
1066604,471,2022-05-18
1066604,688,2022-05-15
1066631,920,2022-09-08
1066651,573,2022-04-04
1066674,454,2022-04-02
1066676,698,2022-03-27
1066949,474,2022-04-29
1066963,870,2022-02-18
1067004,125,2022-08-22
1067191,547,2022-05-12
1068103,573,2023-09-08
1068138,830,2022-04-15
1068307,867,2022-05-09
1068377,242,2022-04-08
106847,746,2022-03-14
1068482,574,2022-08-15
1068531,407,2022-12-25
1068644,904,2022-03-06
1068677,446,2023-03-05
1068681,491,2022-10-26
1068773,594,2022-02-27
1068841,331,2022-05-14
1068847,398,2023-01-28
1069004,839,2022-12-06
106907,454,2022-04-30
1069091,899,2022-11-25
1069197,109,2023-10-18
1069268,859,2022-01-16
1069409,921,2022-08-11
1069417,855,2022-05-02
1069603,316,2022-01-20
1069636,6,2022-07-16
1069882,892,2022-09-24
1069996,47,2022-07-12
1070268,620,2023-04-04
1070583,175,2023-05-31
107073,621,2022-08-06
107073,818,2022-08-13
1070927,801,2023-04-21
1071044,586,2022-07-15
1071339,580,2023-05-03
107144,824,2022-01-29
1071513,262,2022-05-23
1072297,358,2023-09-20
1072358,559,2022-02-16
1072362,246,2022-01-14
1072411,737,2022-06-30
1072463,542,2022-12-21
1072533,269,2023-09-19
1072538,747,2022-05-02
1072592,733,2022-03-05
1072708,165,2023-05-07
1072906,601,2022-06-07
1072986,570,2022-11-11
1073129,293,2022-03-28
1073162,425,2023-06-06
1073771,162,2022-08-17
1074244,285,2022-03-15
107429,814,2022-08-15
1074683,577,2023-01-28
1074956,680,2022-03-11
1074956,819,2022-02-28
10751,91,2023-08-07
1075156,706,2022-02-27
1075277,222,2023-04-10
107532,762,2022-03-26
1075523,170,2023-09-30
1075552,135,2022-05-10
1075586,346,2022-06-03
1075586,485,2022-06-02
1075636,594,2023-09-13
1075662,796,2022-03-20
1075799,138,2022-01-28
1075873,899,2022-03-21
1075974,528,2023-07-29
1076127,212,2022-08-25
1076178,876,2022-04-06
1076497,113,2023-01-12
1076542,354,2022-03-31
1076548,757,2022-03-17
1076589,650,2022-07-30
1077063,916,2022-03-26
1077143,619,2023-09-20
1077268,861,2022-07-04
1077364,871,2022-12-09
1077526,842,2022-05-02
1077563,805,2022-01-29
1077602,743,2023-01-07
107761,955,2022-04-08
107763,737,2023-05-28
1077737,549,2022-06-29
1078339,538,2022-03-25
1078464,808,2022-02-06
107883,743,2022-06-01
1078853,38,2022-01-24
1078947,678,2022-06-07
1078964,564,2022-09-05
1079146,557,2022-01-27
1079174,725,2023-01-06
1079183,600,2022-01-31
1079361,156,2022-10-09
1079403,220,2022-09-25
1079716,458,2023-08-24
1079961,844,2022-05-03
1080068,710,2023-05-03
1080087,355,2022-08-28
1080119,407,2023-08-14
1080202,572,2023-02-08
1080296,572,2022-06-22
1080323,852,2022-08-17
1080487,7,2022-08-24
1080846,322,2022-05-19
1080936,633,2022-06-12
1081007,169,2022-09-03
1081176,935,2023-03-01
1081194,400,2022-02-15
1081329,620,2022-01-23
1081358,499,2022-06-08
1081563,6,2022-10-15
1081654,311,2022-08-14
1081729,176,2022-05-25
1081821,643,2022-08-26
1081866,678,2022-02-24
1081877,744,2022-08-13
10821,96,2023-08-30
10821,842,2023-09-05
1082142,611,2022-01-31
1082302,240,2022-08-21
108232,970,2022-07-27
1082348,12,2022-04-17
1082492,566,2022-01-28
1082567,676,2023-01-26
108266,460,2023-04-16
1082764,737,2022-11-01
1082912,230,2022-05-01
1083006,655,2022-05-27
1083043,456,2023-12-17
1083184,269,2022-11-19
1083209,808,2022-06-29
108334,542,2022-06-23
1083343,282,2022-11-16
1083482,363,2022-09-23
1083531,341,2022-08-19
1083591,729,2022-02-28
1083599,835,2022-09-19
1083762,599,2022-11-13
1084004,57,2022-08-08
1084139,55,2022-04-03
1084852,211,2023-01-10
1085171,855,2023-10-16
1085263,471,2022-05-18
1085327,121,2022-02-22
1085689,837,2022-12-28
1085857,898,2022-05-30
1086162,494,2022-10-20
1086351,521,2022-03-16
1086351,640,2022-03-19
1086536,812,2022-06-11
108662,959,2022-01-05
1086813,285,2023-10-09
1086834,58,2022-06-03
1086944,186,2022-07-07
1086992,967,2022-03-31
1087019,762,2022-07-13
1087228,772,2022-06-13
1087237,970,2022-08-25
1087238,300,2022-12-19
1087403,394,2022-02-24
1087411,616,2023-05-26
1087678,683,2022-02-26
1087768,779,2022-10-24
1087943,338,2022-02-11
1088072,756,2022-11-30
1088167,395,2022-05-16
1088169,156,2023-04-19
1088531,70,2022-05-01
1088539,317,2023-12-27
1088853,126,2022-09-08
1088857,577,2022-01-24
108904,953,2023-03-09
1089178,744,2023-08-18
1089207,591,2022-08-17
108929,499,2022-11-11
1089444,328,2023-04-08
1089654,963,2023-06-21
1089707,796,2024-01-07
1090241,415,2022-01-23
1090292,80,2022-06-19
1090299,507,2023-02-27
1090309,304,2023-01-14
1090384,175,2022-01-16
1090466,963,2022-02-02
109059,304,2023-03-10
1090616,805,2022-01-25
109082,159,2022-07-03
109103,967,2022-05-28
1091641,209,2022-01-29
1091661,405,2022-02-23
1091711,101,2022-01-13
1091727,302,2022-06-30
1091819,27,2022-04-17
1091884,401,2023-03-09
1091892,214,2023-05-05
1091918,925,2023-10-02
1091986,823,2022-02-01
1092008,964,2023-10-29
1092089,853,2022-09-22
1092419,362,2022-12-24
1092419,596,2022-12-19
1092434,486,2022-07-06
1092547,49,2022-07-06
1092657,399,2022-05-30
1092707,249,2022-04-22
1092838,102,2022-01-12
1092838,540,2022-01-13
1092838,744,2022-01-15
1093192,790,2022-01-28
1093296,694,2022-04-20
1093357,581,2022-04-30
1093358,432,2023-09-11
1093486,544,2023-03-03
1093563,522,2022-05-09
1093602,428,2022-10-02
1093704,527,2022-10-07
1093713,266,2023-02-21
1093834,369,2023-09-05
1093906,774,2022-01-30
1094019,809,2022-10-05
109403,147,2022-07-30
1094033,628,2022-08-16
1094142,348,2022-05-08
1094514,701,2023-06-06
1094522,966,2023-08-18
1094591,613,2022-04-19
1094593,2,2023-05-05
1094667,546,2022-01-24
1094743,268,2022-11-16
1094906,343,2022-04-14
1094956,460,2022-03-31
1095143,10,2022-01-20
1095174,134,2022-05-14
1095243,971,2022-05-21
1095271,596,2022-08-10
1095292,366,2022-03-02
1095321,333,2022-02-27
1095428,294,2022-11-07
1095644,424,2022-02-25
109567,708,2023-08-06
1095746,449,2022-08-05
1095821,179,2022-01-29
1095864,552,2022-03-12
1095864,877,2022-03-17
109612,687,2023-09-23
1096202,617,2023-07-11
1096356,156,2022-07-23
1096368,225,2022-04-23
1096368,294,2022-05-01
1096396,798,2022-04-21
1096444,714,2022-08-03
1096518,778,2022-05-03
1096547,175,2022-07-04
1096619,750,2023-03-11
1096794,562,2022-01-21
1096794,929,2022-01-09
1096823,691,2023-03-13
1097322,922,2022-09-10
1097478,45,2023-01-04
1097488,642,2022-11-12
1097524,348,2022-08-27
1097524,702,2022-08-27
1097723,658,2022-12-23
1097917,788,2022-02-03
1097968,941,2024-01-02
1098082,708,2022-07-06
1098333,16,2022-05-18
109866,751,2023-06-13
1098881,183,2022-12-21
1098886,562,2023-11-29
1098974,113,2022-08-05
1098992,407,2022-03-31
1099089,345,2022-05-16
1099112,557,2022-02-19
1099374,599,2022-04-29
1099494,736,2022-07-03
1099501,634,2022-10-22
1099528,967,2022-10-04
1099529,255,2023-10-22
1099624,882,2023-04-27
1099634,158,2022-05-25
1099634,351,2022-05-20
1099634,927,2022-05-19
1099736,368,2022-05-14
1099751,742,2022-09-22
1099769,20,2022-03-03
1099839,390,2022-08-11
1099967,719,2022-01-09
11,12,2022-11-25
1100028,536,2022-01-16
11001,138,2022-10-28
1100307,690,2022-12-10
1100508,893,2022-10-30
1100523,601,2022-09-18
1100544,6,2022-02-21
1100571,52,2022-06-17
11008,81,2022-07-12
1100919,807,2022-04-10
1101017,453,2022-01-27
1101083,359,2023-01-20
1101106,586,2022-06-23
1101287,533,2023-05-28
1101331,522,2022-03-06
1101632,846,2022-04-15
1101706,293,2022-03-22
1101788,965,2022-06-01
1101948,393,2022-04-17
1102031,625,2022-01-26
1102031,880,2022-01-19
110244,741,2023-06-28
1102554,75,2022-11-19
1102861,334,2022-07-30
1102861,776,2022-07-20
1102924,586,2022-03-09
1102947,769,2022-07-14
1103096,206,2022-03-21
1103117,360,2022-07-09
1103339,599,2022-09-05
1103413,201,2022-06-01
1103498,24,2022-07-17
1103498,410,2022-07-14
1103617,270,2022-10-29
1103623,336,2023-08-06
1103743,184,2023-04-12
1103993,425,2022-01-16
1104063,943,2022-03-14
1104168,170,2022-07-03
1104174,564,2022-03-21
110421,303,2022-12-13
110441,547,2022-04-13
1104439,976,2022-06-20
1104443,267,2022-11-06
1104461,415,2022-11-20
1104587,337,2023-12-28
1104854,638,2022-05-24
1104898,930,2022-04-05
1105151,829,2022-02-13
1105216,578,2023-05-23
1105257,314,2023-02-10
1105556,940,2022-02-19
1105589,806,2023-01-25
1105619,805,2022-03-26
1105706,684,2022-07-10
1105836,327,2023-06-21
1105897,225,2022-06-17
1105942,480,2022-01-24
1106026,672,2022-05-09
1106144,147,2022-12-22
1106189,162,2023-02-07
1106501,547,2022-12-01
1106678,797,2022-09-18
1106694,391,2022-05-06
1106959,651,2022-07-16
1107191,294,2022-04-21
1107191,963,2022-04-19
1107296,855,2022-04-06
1107381,634,2022-01-19
1107401,648,2022-05-20
1107663,542,2022-05-19
1107806,828,2022-08-04
110806,326,2022-03-21
1108064,745,2022-07-10
1108143,533,2022-01-24
1108243,936,2022-01-20
1108266,908,2022-09-09
1108278,231,2022-06-05
1108312,365,2023-09-20
1108321,842,2023-07-19
1108341,262,2022-05-24
1108496,139,2022-03-22
1108522,106,2023-11-19
1108676,820,2023-09-06
1108736,267,2022-03-25
1108766,183,2022-02-06
1108884,225,2022-01-17
1108984,568,2023-05-20
1109077,840,2023-03-17
1109133,548,2023-02-28
1109302,162,2022-05-26
1109381,572,2022-11-05
1109404,423,2022-07-24
1109444,73,2023-05-23
1109461,676,2022-01-25
1109461,902,2022-01-31
1109502,949,2022-04-01
1109519,841,2022-01-25
1109544,535,2022-08-08
1109559,639,2022-04-17
1109736,259,2022-09-03
1109763,177,2022-02-03
110981,192,2022-01-19
1109899,292,2022-02-03
1109901,612,2022-01-30
1109978,639,2023-01-24
1109988,766,2023-05-08
1110302,351,2022-08-16
1110333,654,2023-09-29
1110457,454,2022-10-12
1110479,859,2022-03-14
1110493,626,2022-01-17
1110537,98,2022-04-16
1110588,77,2022-02-10
1110588,877,2022-02-09
1110922,837,2022-04-23
1111153,719,2023-01-20
1111167,835,2022-01-14
1111271,588,2022-02-03
1111271,970,2022-02-06
1111331,614,2022-07-28
1111331,709,2022-07-30
1111331,843,2022-08-05
111141,188,2022-07-28
1111451,742,2023-01-21
1111506,715,2022-09-12
1111511,845,2022-06-27
1111629,248,2022-08-01
1111982,336,2023-06-18
1112053,836,2022-11-28
1112198,849,2022-09-15
1112261,41,2022-09-03
1112562,372,2022-01-23
1112562,853,2022-01-31
1112633,253,2022-03-03
111312,82,2023-04-07
1113387,607,2022-02-14
1113387,619,2022-02-23
1113417,597,2022-02-06
1113473,602,2022-09-28
1114731,841,2022-02-05
1115382,166,2023-02-19
111541,123,2022-04-05
1115694,563,2022-04-24
1115696,444,2022-07-06
1115701,350,2022-03-08
1115913,45,2022-05-18
111593,979,2023-02-03
1116127,485,2022-10-11
1116193,38,2023-02-06
1116233,294,2022-11-21
1116394,184,2022-05-28
1116923,956,2022-02-17
111696,219,2022-02-04
111696,311,2022-01-31
111721,706,2023-12-11
1117254,921,2022-08-31
1117586,659,2022-12-03
11176,799,2022-06-20
1117616,388,2022-03-05
1117828,173,2022-11-12
1118302,631,2023-10-15
1118373,518,2022-04-11
1118422,901,2022-09-03
1118432,390,2022-05-30
1118578,414,2022-11-18
1118622,422,2022-02-21
1118626,902,2023-02-14
1118648,48,2022-04-05
1118648,205,2022-04-02
1118652,18,2022-06-30
1118654,232,2023-07-13
1118714,258,2022-12-25
1118904,130,2023-11-30
1119052,374,2022-04-28
1119136,594,2022-02-24
1119136,924,2022-02-17
1119307,316,2022-04-24
1119379,735,2023-11-16
1119503,358,2022-03-17
1119718,860,2023-01-27
1119989,563,2022-04-08
1120086,628,2022-11-25
1120367,383,2022-04-01
1120463,727,2022-03-27
1120467,692,2022-08-25
112059,728,2022-04-18
1120601,261,2023-11-06
1120818,743,2022-07-21
1120876,57,2022-05-28
